cardholderid,amount_avg_withdrawal,amount_std_withdrawal,withdrawal_day,amount_avg_deposit,amount_std_deposit,deposit_day,inquiry_day,amount_avg_transfer,amount_std_transfer,transfer_day
KN-002-1029,25231.34,26346.42,0.3671,10566.67,5525.39,0.0822,0.0658,20883.72,23653.46,0.1178
RI-009-1001,20500.0,22474.07,0.5425,11272.73,5646.01,0.1205,0.0959,21274.73,22791.84,0.2493
EN-007-1071,22504.5,23417.08,0.6082,10784.31,5927.27,0.1397,0.137,17988.64,19458.47,0.2411
FC-005-1007,22561.31,24232.28,1.0055,8773.33,6150.31,0.2055,0.2055,20743.24,23618.6,0.4055
FC-005-1003,19410.11,20768.08,0.9753,10616.44,6744.61,0.2,0.189,20293.65,21830.65,0.3452
KN-002-1007,19494.62,20803.75,0.2548,9888.89,5116.59,0.074,0.074,21866.67,26554.06,0.1233
EN-009-1074,21274.42,22995.0,0.589,12577.78,6283.05,0.1233,0.1014,22493.98,23747.85,0.2274
KN-008-1077,20923.73,23057.77,0.3233,11448.28,5597.11,0.0795,0.0712,22214.29,23550.11,0.1534
EN-005-1080,20596.84,23183.27,0.6932,10250.0,5121.26,0.1534,0.1178,20971.15,26080.33,0.2849
LA-011-1073,25226.19,24524.07,0.2301,13666.67,5940.89,0.0493,0.0658,20500.0,25801.12,0.1205
RI-006-1007,21902.54,26752.51,0.6466,11021.74,5627.27,0.126,0.137,18487.8,19943.9,0.2247
LA-012-1208,25957.89,25796.22,0.2603,13214.29,6265.64,0.0384,0.0767,23571.43,21431.54,0.0959
RI-002-1091,23293.86,24197.18,0.6247,11545.45,5534.5,0.0904,0.0904,19958.9,24048.82,0.2
RI-002-1103,21634.15,23219.28,0.5616,11000.0,5942.82,0.1151,0.1151,22885.06,24182.17,0.2384
FC-001-1037,19402.2,22418.25,0.9945,8391.89,6393.1,0.2027,0.2055,20891.3,23343.42,0.3781
FC-005-1020,22473.12,24065.54,1.0192,10396.83,6812.09,0.1726,0.1973,17673.76,20613.27,0.3863
KN-009-1159,22037.74,23465.04,0.2904,13380.95,6012.29,0.0575,0.0685,28621.62,31343.39,0.1014
LA-002-1004,27317.76,23962.47,0.2932,11631.58,5304.2,0.0521,0.0575,20909.09,24712.55,0.0904
KN-008-1025,20445.54,24959.76,0.2767,10515.15,5728.88,0.0904,0.0685,20682.93,25997.54,0.1123
EN-003-1070,18723.21,20595.71,0.6137,10980.0,5589.68,0.137,0.1397,22293.58,25411.54,0.2986
KN-010-1207,21141.51,26208.12,0.2904,12388.89,6381.4,0.0493,0.0795,19756.1,23861.87,0.1123
LA-006-1007,22058.14,24366.01,0.2356,11052.63,5651.68,0.0521,0.0438,24159.09,24968.76,0.1205
RI-002-1035,21565.85,24129.59,0.5616,10000.0,4673.33,0.1397,0.0767,20766.67,21761.24,0.2466
KN-005-1095,23764.23,25901.48,0.337,11521.74,5290.38,0.063,0.0548,20755.1,24322.08,0.1342
KN-010-1193,21070.18,20119.87,0.3123,11789.47,6587.69,0.0521,0.063,16369.57,19033.72,0.126
LA-012-1175,19032.26,19325.84,0.2548,9285.71,5542.05,0.0575,0.063,23743.59,23904.1,0.1068
FC-001-1041,23596.97,25856.95,0.9041,8481.48,6314.89,0.2219,0.1781,22209.09,25249.25,0.3014
EN-005-1024,18935.9,18946.28,0.6411,11795.92,5961.61,0.1342,0.1014,20931.37,21037.1,0.2795
FC-003-1029,21329.9,23396.58,1.063,9258.06,6227.74,0.1699,0.1699,19843.28,21964.04,0.3671
RI-010-1028,20074.42,21075.17,0.589,13566.67,6240.49,0.0822,0.126,20086.42,22587.72,0.2219
RI-006-1004,19336.84,22656.45,0.5205,12694.44,6065.45,0.0986,0.0849,22929.58,22143.25,0.1945
LA-009-1242,26818.18,27449.9,0.2712,10827.59,5946.6,0.0795,0.0603,20138.89,21004.97,0.0986
RI-002-1032,19771.69,22201.6,0.6,12468.75,5690.88,0.0877,0.0904,25415.73,26773.38,0.2438
EN-006-1088,21591.74,22495.74,0.5973,12620.0,6020.0,0.137,0.1178,24166.67,26361.83,0.2137
KN-010-1148,22697.48,22019.47,0.326,10500.0,4925.44,0.0712,0.0685,19333.33,26593.78,0.0904
FC-004-1043,21172.62,23199.2,0.9205,9190.48,6321.65,0.2301,0.1918,22828.36,25871.73,0.3671
RI-010-1079,19043.24,19968.41,0.5068,12244.44,6027.04,0.1233,0.0767,19363.64,21139.21,0.211
FC-006-1026,22446.69,24050.99,0.9507,8491.8,6122.7,0.1671,0.2055,22839.62,25470.11,0.2904
EN-004-1012,19881.58,22766.37,0.6247,11632.65,5540.36,0.1342,0.0932,20355.56,21331.68,0.2466
RI-008-1045,21827.1,24621.13,0.5863,11000.0,5561.77,0.0849,0.1014,18835.29,21773.64,0.2329
EN-005-1004,22032.39,24031.97,0.6767,11171.88,5956.33,0.1753,0.1288,17132.53,19112.49,0.2274
FC-001-1031,22068.77,24579.71,0.9562,9540.54,7378.59,0.2027,0.1726,23169.93,24446.72,0.4192
LA-002-1267,20783.51,20080.68,0.2658,11200.0,6152.45,0.0548,0.0466,20151.52,24404.3,0.0904
FC-001-1045,21084.7,23748.36,1.0027,10367.82,6741.26,0.2384,0.2082,22142.86,25719.45,0.3836
EN-006-1020,20191.11,22318.59,0.6164,12180.0,5868.25,0.137,0.1479,17743.59,20784.88,0.2137
EN-005-1007,22183.41,22858.48,0.6274,12130.43,6298.53,0.126,0.1425,17884.21,20104.44,0.2603
EN-001-1002,19384.26,20243.76,0.5918,11200.0,5996.55,0.0822,0.1342,23238.1,23570.77,0.2301
LA-009-1053,23613.64,22945.93,0.2411,10703.7,5842.91,0.074,0.0521,14515.15,14530.4,0.0904
LA-003-1288,22813.33,23476.67,0.2055,11960.0,6367.1,0.0685,0.0658,17607.14,25269.42,0.0767
KN-009-1167,23878.57,25278.44,0.3836,12037.04,5899.68,0.074,0.0685,21520.0,22313.39,0.137
EN-005-1079,21290.91,24833.27,0.6027,12754.39,5736.1,0.1562,0.1205,20352.38,21987.75,0.2877
LA-014-1033,26202.38,26833.61,0.2301,11100.0,5457.01,0.0548,0.0384,22974.36,24898.2,0.1068
FC-004-1026,21565.35,23353.52,0.9014,9260.87,6521.09,0.2521,0.2055,19272.11,21108.19,0.4027
FC-002-1011,22395.54,24566.85,0.9836,10645.57,7218.28,0.2164,0.189,18489.51,22786.48,0.3918
EN-009-1069,20327.59,21460.03,0.6356,11200.0,6039.19,0.1096,0.1151,20224.72,25382.87,0.2438
RI-005-1106,21590.91,23291.21,0.6027,10238.1,5069.32,0.1151,0.1123,20237.5,21901.53,0.2192
KN-007-1096,21297.52,22993.71,0.3315,10238.1,4380.69,0.0575,0.063,21775.0,23721.12,0.1096
LA-009-1134,33500.0,32835.22,0.2192,12380.95,5748.71,0.0575,0.063,20860.47,22299.46,0.1178
LA-012-1137,22617.98,23365.43,0.2438,10411.76,5745.2,0.0466,0.0356,20186.05,22539.13,0.1178
FC-002-1037,21205.48,23777.79,1.0,9858.82,6628.14,0.2329,0.2438,20877.7,24001.65,0.3808
FC-006-1018,21847.51,24891.89,0.9342,8512.5,6067.12,0.2192,0.2,22486.84,23922.89,0.4164
LA-006-1037,23851.06,25859.4,0.2575,11000.0,5843.19,0.0411,0.0356,15714.29,13962.12,0.1151
LA-015-1094,22170.21,24038.34,0.2575,12736.84,6487.96,0.0521,0.0438,20115.38,17664.26,0.0712
LA-015-1145,23383.18,24452.36,0.2932,11466.67,6435.02,0.0411,0.0438,24612.9,18400.5,0.0849
KN-002-1126,20520.33,20992.72,0.337,12928.57,6005.73,0.0767,0.063,20021.28,24608.67,0.1288
RI-008-1065,21083.33,23197.62,0.6247,11585.37,6284.81,0.1123,0.0986,19638.89,22590.23,0.1973
RI-005-1114,23917.48,27350.44,0.5644,12000.0,6150.88,0.1014,0.0986,24795.7,25572.81,0.2548
LA-007-1048,21802.47,23821.95,0.2219,10750.0,5946.19,0.0219,0.0521,19275.86,21522.24,0.0795
LA-011-1079,24966.67,24756.09,0.2466,10826.09,5812.62,0.063,0.0685,22022.22,25035.87,0.1233
KN-004-1207,22549.55,24992.63,0.3041,12346.15,6380.86,0.0712,0.0767,19209.3,19382.81,0.1178
EN-009-1055,21290.32,25236.78,0.6795,10846.15,5314.03,0.1068,0.137,23208.79,23208.96,0.2493
EN-006-1004,22965.52,23900.74,0.6356,11074.07,6034.03,0.1479,0.1315,20729.41,21289.61,0.2329
EN-007-1004,19269.06,21989.95,0.611,10431.82,4448.14,0.1205,0.126,20830.0,24505.64,0.274
RI-010-1018,15209.42,15904.26,0.5233,10682.93,5578.71,0.1123,0.0959,21781.61,22332.8,0.2384
FC-003-1010,18627.35,22412.87,1.0219,9311.69,6884.88,0.211,0.1863,20394.56,24687.24,0.4027
FC-005-1034,20957.19,23245.12,0.8959,10389.61,6569.78,0.211,0.1945,23258.99,24243.13,0.3808
FC-004-1032,22765.62,23981.41,0.8767,8605.63,6336.92,0.1945,0.1699,19742.65,22003.37,0.3726
EN-001-1050,20581.73,23468.41,0.5699,12232.56,5931.5,0.1178,0.1123,17820.51,18996.75,0.2137
FC-006-1025,20694.05,24478.25,0.9671,8606.56,6036.77,0.1671,0.1589,19574.8,21405.21,0.3479
FC-004-1035,20831.33,21181.46,0.9096,9674.16,6228.19,0.2438,0.189,24879.43,26304.66,0.3863
RI-001-1106,24052.13,25289.04,0.5781,12552.63,5921.55,0.1041,0.0932,22871.43,26577.16,0.1918
RI-007-1047,20590.91,24873.3,0.6027,10707.32,5891.71,0.1123,0.1123,17321.84,18623.25,0.2384
EN-006-1016,19217.02,20081.24,0.6438,13085.71,5878.03,0.0959,0.1096,21659.09,23378.39,0.2411
FC-001-1021,21517.14,24491.82,0.9589,10685.71,7006.3,0.1918,0.1836,27230.77,28274.33,0.3205
RI-009-1093,21114.54,25496.23,0.6219,11394.74,6127.21,0.1041,0.0877,24742.42,30521.27,0.1808
LA-010-1252,24660.55,26381.89,0.2986,9900.0,4655.5,0.0548,0.0575,17394.74,18453.07,0.1041
KN-006-1021,21094.02,23510.81,0.3205,12913.04,5976.57,0.063,0.0685,24000.0,25857.12,0.1233
EN-009-1081,21756.1,23601.4,0.674,10340.0,5378.0,0.137,0.137,18906.25,19428.72,0.263
LA-001-1226,20633.03,20950.85,0.2986,11200.0,5621.39,0.0411,0.0575,18394.74,15028.87,0.1041
LA-014-1188,25204.3,27210.36,0.2548,10944.44,5895.88,0.0493,0.063,13918.92,10541.92,0.1014
LA-006-1012,23728.81,24754.4,0.3233,13038.46,6289.55,0.0712,0.0603,19757.58,21066.9,0.0904
LA-002-1088,25038.83,22095.13,0.2822,11666.67,6221.41,0.0493,0.0658,13656.25,11295.47,0.0877
LA-014-1056,23230.77,21512.78,0.3205,12904.76,6480.01,0.0575,0.0356,17781.25,23244.47,0.0877
KN-008-1189,20160.71,19419.76,0.3068,10900.0,5358.53,0.0822,0.0712,23166.67,22349.5,0.1479
KN-004-1104,21669.42,25438.94,0.3315,13357.14,6046.07,0.0384,0.063,25320.0,29565.18,0.137
LA-005-1062,24000.0,24624.06,0.2575,10923.08,5484.24,0.0356,0.063,21438.6,20325.93,0.1562
RI-007-1058,21854.46,23138.48,0.5836,11025.64,5579.51,0.1068,0.0849,19738.64,22611.92,0.2411
KN-004-1186,23779.66,25943.44,0.3233,12117.65,6132.72,0.0466,0.0548,21107.14,22187.37,0.1534
LA-009-1269,20989.9,19268.51,0.2712,9235.29,4507.35,0.0466,0.074,17675.0,16120.36,0.1096
LA-014-1252,28388.89,28405.05,0.2466,10500.0,5165.68,0.0548,0.0466,28142.86,26744.11,0.1151
RI-001-1028,20282.51,21840.87,0.611,12390.24,5999.49,0.1123,0.1041,24967.74,27629.71,0.2548
FC-004-1037,22105.71,25226.26,0.9589,10104.65,5788.49,0.2356,0.1836,19884.35,22401.54,0.4027
LA-005-1076,27392.41,28270.41,0.2164,12736.84,5867.44,0.0521,0.0329,20323.53,21495.2,0.0932
RI-007-1098,18907.77,19573.16,0.5644,10000.0,5046.95,0.1479,0.0959,22591.4,26061.9,0.2548
EN-003-1022,20381.74,24444.06,0.6603,11736.84,6078.43,0.1562,0.1096,21333.33,23903.36,0.2466
EN-008-1075,21839.62,24969.23,0.5808,12327.59,5808.0,0.1589,0.1315,21473.68,24442.66,0.2603
EN-007-1035,20213.97,24190.99,0.6274,12847.83,6228.85,0.126,0.1342,21637.25,25992.3,0.2795
FC-005-1010,22806.15,23983.33,0.8904,9350.65,6278.13,0.211,0.2082,24191.78,23542.28,0.4
EN-007-1025,22434.78,23883.91,0.5671,11372.09,5331.95,0.1178,0.1233,22083.33,25800.31,0.263
FC-001-1012,20587.13,24428.88,1.0219,10078.95,6830.84,0.2082,0.1945,20792.59,23547.38,0.3699
LA-015-1052,23245.28,23239.46,0.2904,11933.33,6953.59,0.0411,0.0795,21277.78,20180.06,0.0986
LA-002-1145,22715.79,20932.34,0.2603,13296.3,6200.59,0.074,0.0356,20275.0,23323.79,0.1096
EN-004-1010,23551.44,24432.41,0.6658,13861.11,6029.23,0.0986,0.1068,20240.0,24332.76,0.274
RI-002-1086,19096.77,22645.51,0.5945,9872.34,5215.43,0.1288,0.1068,21875.0,24786.94,0.1973
KN-010-1167,20723.81,21016.25,0.2877,8880.0,2743.48,0.0685,0.0932,19181.82,18249.27,0.1205
KN-006-1171,23112.0,23424.63,0.3425,12400.0,6596.65,0.0548,0.0767,20593.75,21834.67,0.1753
FC-002-1045,22990.96,25288.13,0.9096,8614.29,6269.99,0.1918,0.1726,19556.96,22563.0,0.4329
EN-004-1054,19787.33,21448.78,0.6055,11368.42,5394.8,0.1041,0.1342,23482.76,26214.17,0.2384
LA-009-1143,21800.0,23741.43,0.2192,11857.14,5461.15,0.0384,0.0712,21166.67,27692.7,0.0986
LA-012-1063,21761.9,22062.68,0.2301,10727.27,5382.35,0.0603,0.074,20742.86,29214.56,0.0959
RI-007-1086,23497.21,24739.85,0.4904,12361.7,5968.85,0.1288,0.137,18907.89,16577.24,0.2082
EN-006-1073,20712.96,23007.6,0.5918,12042.55,5956.21,0.1288,0.1288,19828.28,22349.74,0.2712
EN-008-1018,19911.11,25295.06,0.6164,11551.02,5582.94,0.1342,0.126,18398.15,18324.15,0.2959
EN-007-1063,19990.99,21913.03,0.6082,11825.0,6287.5,0.1096,0.1041,18450.55,17953.81,0.2493
EN-007-1016,21572.69,21644.92,0.6219,11088.89,5684.2,0.1233,0.1233,19717.65,19481.13,0.2329
EN-008-1011,20745.69,23086.89,0.6356,9357.14,4985.17,0.1534,0.1479,24617.02,28075.59,0.2575
KN-002-1104,25009.17,27270.42,0.2986,11105.26,4920.42,0.0521,0.0521,16765.96,19151.81,0.1288
RI-007-1072,17045.87,18124.19,0.5973,10162.79,5389.28,0.1178,0.0877,22032.61,26449.81,0.2521
FC-002-1017,22677.23,25143.51,0.9507,8191.18,6273.03,0.1863,0.1918,23061.07,26338.84,0.3589
LA-011-1169,22382.61,25904.2,0.3151,11185.19,6013.04,0.074,0.0438,20048.78,26196.33,0.1123
LA-010-1203,22307.69,22993.43,0.3205,11214.29,5950.81,0.0384,0.0575,21878.79,20941.52,0.0904
RI-006-1053,20157.64,21992.23,0.5562,12642.86,5749.17,0.0767,0.1205,19500.0,20898.19,0.2192
LA-011-1200,21232.76,22991.25,0.3178,10448.28,6185.16,0.0795,0.0521,23083.33,25144.58,0.0986
LA-010-1137,23188.12,23908.46,0.2767,11416.67,5451.58,0.0329,0.0493,23750.0,23539.3,0.1205
LA-005-1250,23747.13,26506.79,0.2384,10823.53,5581.61,0.0466,0.0575,23837.21,27628.43,0.1178
LA-004-1182,20000.0,20328.08,0.2521,12100.0,6919.38,0.0274,0.0521,23342.86,23779.55,0.0959
EN-007-1067,19896.0,23319.61,0.6849,11222.22,5425.4,0.0986,0.1205,21035.71,24510.36,0.2301
LA-003-1050,22377.55,22526.74,0.2685,12346.15,5830.56,0.0712,0.0767,18727.27,22491.72,0.1205
RI-008-1069,23370.54,26365.0,0.6137,11325.0,5967.38,0.1096,0.1151,22876.54,25132.34,0.2219
EN-008-1006,22199.17,23297.93,0.6603,11795.92,5697.15,0.1342,0.0986,22865.98,25234.17,0.2658
FC-004-1015,22106.06,24700.47,0.9041,8957.75,6243.71,0.1945,0.2164,21598.54,21216.83,0.3753
RI-010-1021,23628.71,25509.06,0.5534,10404.26,5240.56,0.1288,0.137,23125.0,24008.11,0.2192
KN-005-1073,21728.81,26471.29,0.3233,12739.13,6114.2,0.063,0.0548,26269.23,30513.97,0.1425
FC-006-1001,23663.96,25795.2,1.011,10567.57,7696.43,0.2027,0.211,21596.77,22752.8,0.3397
FC-004-1009,22436.95,25040.9,0.9342,11253.16,7138.68,0.2164,0.1781,20265.62,23235.69,0.3507
LA-008-1027,27602.04,23854.26,0.2685,12272.73,6088.1,0.0603,0.0466,19428.57,22991.83,0.0767
LA-011-1257,20916.67,21037.66,0.2301,12950.0,6652.86,0.0548,0.0466,21851.85,23702.81,0.074
KN-005-1130,20250.0,24183.26,0.2849,12176.47,6115.91,0.0466,0.0603,15687.5,13583.71,0.1315
FC-001-1046,22885.89,25626.47,0.9123,9287.88,7383.49,0.1808,0.1699,22481.25,24305.44,0.4384
LA-004-1159,27469.39,24295.52,0.2685,12235.29,6067.63,0.0466,0.0575,21694.44,24139.85,0.0986
LA-013-1113,26836.73,28616.08,0.2685,12285.71,6132.24,0.0384,0.0493,16780.49,14829.89,0.1123
EN-005-1044,19820.28,23438.26,0.5945,10897.96,5493.35,0.1342,0.1507,18833.33,21546.85,0.263
LA-005-1264,27934.43,26318.48,0.1671,12705.88,5720.19,0.0466,0.0329,21942.86,20396.0,0.0959
KN-006-1073,21400.0,25719.8,0.3014,12230.77,5948.5,0.0712,0.0712,18333.33,17589.72,0.1151
LA-012-1085,23949.15,22912.64,0.3233,12421.05,6140.18,0.0521,0.0658,17789.47,20064.97,0.1041
FC-006-1017,23129.03,25014.96,0.9342,9957.14,6233.23,0.1918,0.1452,20294.12,26107.79,0.3726
LA-015-1128,24123.6,26875.06,0.2438,12052.63,6441.82,0.0521,0.0575,18225.0,24018.68,0.1096
EN-007-1056,20573.84,21081.76,0.6493,11170.21,5715.42,0.1288,0.1041,21379.75,25903.32,0.2164
KN-004-1087,21762.71,24446.93,0.3233,12095.24,5881.37,0.0575,0.0548,19370.37,21485.67,0.1479
FC-002-1048,20187.67,22809.1,1.0219,10098.36,6903.39,0.1671,0.189,23124.09,23295.24,0.3753
FC-006-1015,21302.33,24357.91,0.9425,9525.64,6808.56,0.2137,0.2,17528.93,19449.54,0.3315
LA-007-1081,23182.8,24931.62,0.2548,12166.67,5921.2,0.0329,0.0219,27309.52,28760.14,0.1151
KN-010-1032,22408.7,24598.14,0.3151,14066.67,6591.18,0.0822,0.063,20076.92,19939.89,0.1068
RI-005-1052,22326.53,23511.6,0.537,10060.61,5431.04,0.0904,0.126,19512.5,23029.97,0.2192
LA-009-1084,24010.1,23822.68,0.2712,13500.0,6201.0,0.0603,0.063,25880.95,27726.19,0.1151
KN-010-1119,21515.15,27209.45,0.2712,10791.67,5656.69,0.0658,0.0521,19595.74,24783.99,0.1288
EN-007-1043,20947.83,23340.97,0.6301,11888.89,6300.15,0.1233,0.1205,18474.23,23386.29,0.2658
KN-005-1139,23348.31,22552.52,0.2438,11821.43,5925.8,0.0767,0.0438,17893.62,18902.76,0.1288
KN-009-1039,23856.0,26725.22,0.3425,12625.0,6042.9,0.0438,0.0658,17954.55,21376.96,0.1205
KN-001-1180,18045.45,18072.43,0.3014,11416.67,5770.36,0.0658,0.0822,22680.85,23149.9,0.1288
LA-001-1205,22612.61,23071.89,0.3041,11500.0,6308.26,0.0493,0.0466,21928.57,23178.74,0.0767
KN-004-1162,18414.63,21293.39,0.337,11360.0,6264.18,0.0685,0.0603,18456.52,21539.32,0.126
KN-009-1193,21088.5,24550.81,0.3096,12000.0,5798.19,0.0603,0.0712,21290.91,26411.05,0.1507
RI-005-1013,20388.63,23368.69,0.5781,11520.0,5821.28,0.137,0.1315,21645.57,24020.84,0.2164
KN-009-1131,21890.62,25661.1,0.3507,10666.67,5926.76,0.0822,0.0685,18000.0,18582.76,0.1315
KN-006-1180,21930.77,24993.7,0.3562,9862.07,4926.05,0.0795,0.0658,20250.0,25850.41,0.1096
KN-005-1185,22232.56,22089.13,0.3534,10851.85,6199.9,0.074,0.0959,25833.33,24981.31,0.1479
LA-003-1035,21780.0,21889.34,0.274,10818.18,6012.97,0.0603,0.0356,26250.0,26701.34,0.1096
KN-005-1216,17867.92,19891.17,0.2904,14035.71,6203.24,0.0767,0.1041,16470.59,17585.62,0.1397
LA-009-1110,20730.34,19321.89,0.2438,10739.13,5840.43,0.063,0.0438,19636.36,16788.79,0.0904
RI-010-1048,19960.4,22302.05,0.5534,11380.0,5685.25,0.137,0.1068,23348.84,23936.57,0.2356
RI-006-1105,18405.26,19744.37,0.5205,11411.76,5836.76,0.0932,0.1014,21369.86,23116.56,0.2
KN-002-1182,21211.54,27175.33,0.2849,14062.5,6276.61,0.0438,0.0548,25500.0,29967.95,0.126
FC-005-1009,22240.0,23112.93,0.8904,11105.26,6871.35,0.2082,0.1973,19678.36,23550.36,0.4685
LA-015-1142,21969.39,25902.46,0.2685,10133.33,5423.05,0.0411,0.0603,17717.39,19169.03,0.126
LA-015-1085,23483.52,21793.66,0.2493,10400.0,5151.98,0.0411,0.0521,22157.89,26590.51,0.1041
KN-008-1084,16841.58,16958.03,0.2767,11758.62,5834.96,0.0795,0.0438,29351.85,29882.26,0.1479
KN-007-1053,21271.32,23927.22,0.3534,11466.67,5527.42,0.0411,0.0822,24200.0,24328.53,0.137
LA-015-1087,21674.16,21246.8,0.2438,10500.0,5955.39,0.0438,0.0493,25062.5,29691.9,0.0877
EN-002-1010,19351.85,20654.55,0.5918,11711.11,5864.46,0.1233,0.1151,22289.72,24609.02,0.2932
KN-008-1050,19960.32,23850.0,0.3452,11296.3,5992.4,0.074,0.0438,26073.17,29130.22,0.1123
EN-008-1021,21144.74,22511.11,0.6247,11375.0,5536.3,0.1096,0.1753,22352.94,25460.76,0.2795
FC-004-1029,22325.0,23893.97,0.9863,10835.82,5932.95,0.1836,0.2027,17222.22,21095.55,0.3452
LA-004-1165,21175.82,22611.99,0.2493,11272.73,5815.34,0.0301,0.0575,22210.53,19745.9,0.1041
LA-004-1265,29965.52,29869.27,0.2384,10851.85,5762.64,0.074,0.0411,19045.45,22584.16,0.1205
KN-008-1136,20936.84,22892.35,0.2603,11904.76,6722.39,0.0575,0.0521,16628.57,23460.96,0.0959
LA-007-1073,23636.36,23215.25,0.2712,12789.47,6519.88,0.0521,0.0712,19261.9,24882.22,0.1151
EN-003-1075,23962.5,25877.3,0.6575,10266.67,4872.93,0.1233,0.1068,25217.95,24721.12,0.2137
LA-011-1101,19090.0,21450.01,0.274,11500.0,5628.19,0.0493,0.0438,19740.74,26143.97,0.074
LA-011-1236,22127.66,25575.2,0.2575,10428.57,5416.7,0.0384,0.0685,29736.84,34101.35,0.1041
EN-009-1035,20586.05,22237.06,0.589,11155.56,5596.08,0.1233,0.1205,23190.0,27976.07,0.274
EN-004-1016,20059.29,22871.46,0.6932,10438.6,5457.69,0.1562,0.1753,20595.24,20244.36,0.2301
KN-002-1193,17883.72,19085.59,0.3534,12000.0,5940.89,0.0493,0.0603,18122.81,24443.86,0.1562
LA-009-1225,29031.58,27843.58,0.2603,11074.07,5518.68,0.074,0.0493,19108.7,17489.33,0.126
LA-015-1061,20495.58,18939.81,0.3096,12615.38,6292.04,0.0356,0.0384,21775.0,20620.49,0.1096
EN-001-1044,18841.63,20676.45,0.6055,10567.57,5649.68,0.1014,0.1096,18564.71,19518.27,0.2329
LA-012-1164,19344.83,20588.77,0.3178,7764.71,1985.24,0.0466,0.0438,20333.33,18716.51,0.074
EN-002-1073,20698.35,23087.15,0.663,11666.67,5445.1,0.1068,0.1562,23494.51,24535.4,0.2493
KN-006-1020,20205.36,22681.16,0.3068,15937.5,5470.76,0.0438,0.0822,21850.0,24200.6,0.1096
EN-005-1063,21801.53,23185.71,0.7178,11000.0,5955.72,0.0959,0.1288,19912.5,21626.4,0.2192
LA-010-1276,21175.26,21921.74,0.2658,10941.18,5402.21,0.0466,0.0658,24379.31,22591.74,0.0795
KN-009-1072,21274.19,22915.66,0.3397,13347.83,6094.77,0.063,0.0521,20392.86,25182.8,0.0767
LA-013-1185,26722.22,26577.44,0.2466,11954.55,5793.9,0.0603,0.0466,18615.38,23547.95,0.1068
FC-003-1019,19640.72,22064.12,0.9151,8959.46,6699.91,0.2027,0.1863,19047.3,23314.86,0.4055
KN-005-1196,16909.91,20198.81,0.3041,13208.33,6028.77,0.0658,0.0658,18289.47,16159.52,0.1041
KN-006-1163,22415.09,23478.41,0.2904,13214.29,6618.48,0.0767,0.0603,18065.22,22439.45,0.126
EN-009-1070,24178.57,25560.17,0.6137,13139.53,6345.53,0.1178,0.1699,22122.45,23469.33,0.2685
EN-002-1027,22837.72,25991.78,0.6247,11710.53,5890.48,0.1041,0.1452,23607.59,25208.57,0.2164
EN-004-1087,21597.88,22163.01,0.5178,12323.53,5906.96,0.0932,0.126,21543.48,25953.22,0.2521
LA-007-1146,19658.54,17942.45,0.2247,12238.1,6985.02,0.0575,0.0575,22659.09,26377.35,0.1205
LA-008-1223,22493.67,22043.01,0.2164,10521.74,5375.61,0.063,0.0521,21333.33,23521.42,0.0986
EN-002-1001,21388.65,24698.21,0.6274,13956.52,5711.42,0.126,0.1068,20176.47,21569.79,0.2795
FC-006-1005,22310.61,24052.52,1.0849,10112.9,6861.88,0.1699,0.189,20105.63,22707.74,0.389
FC-001-1029,21794.8,23698.13,0.9479,9441.18,6138.65,0.1863,0.2027,20208.05,25045.17,0.4082
LA-004-1045,24333.33,27640.55,0.2219,11500.0,5628.19,0.0493,0.0603,21375.0,26157.01,0.1096
FC-006-1016,22229.11,23181.05,1.0164,10437.5,6667.21,0.2192,0.1699,18751.77,19864.6,0.3863
LA-006-1260,20851.06,22178.14,0.2575,10708.33,5729.25,0.0658,0.0521,20000.0,22182.17,0.1151
KN-001-1019,21783.02,24093.47,0.2904,12760.0,6193.28,0.0685,0.0712,17086.96,16359.61,0.126
RI-004-1047,19980.58,21604.87,0.5644,9531.25,4310.41,0.0877,0.1151,23065.79,23867.6,0.2082
KN-006-1014,20650.41,24310.49,0.337,12840.0,6580.78,0.0685,0.0658,24390.24,27271.67,0.1123
EN-009-1083,18770.27,20185.48,0.6082,11333.33,5439.99,0.1151,0.1288,24349.4,25208.61,0.2274
RI-001-1044,22037.74,24842.22,0.5808,10964.29,5493.98,0.0767,0.1014,18279.07,21296.04,0.2356
LA-001-1211,20485.44,21348.12,0.2822,9473.68,4903.16,0.0521,0.0493,27268.29,29254.93,0.1123
LA-002-1131,25877.78,27659.58,0.2466,11250.0,5928.93,0.0658,0.0548,20852.94,21254.78,0.0932
EN-003-1054,19000.0,20546.85,0.6986,10658.54,4902.09,0.1123,0.1123,16477.78,15098.35,0.2466
EN-007-1092,22445.34,25979.12,0.6767,11566.67,6218.35,0.0822,0.1178,23431.82,22757.99,0.2411
RI-008-1046,20839.62,24420.54,0.5808,11542.86,5611.66,0.0959,0.1315,19345.68,20876.52,0.2219
RI-009-1028,21874.46,24412.88,0.6329,10484.85,5292.22,0.0904,0.1178,16988.51,20793.84,0.2384
LA-009-1220,22903.85,25683.1,0.2849,12066.67,6052.94,0.0411,0.0767,21552.63,18134.18,0.1041
KN-009-1083,21028.04,24986.21,0.2932,14125.0,6163.06,0.0438,0.0575,15288.46,17043.58,0.1425
KN-010-1120,20631.58,20996.95,0.3123,11650.0,5788.15,0.0548,0.0685,21550.0,20900.19,0.1096
